# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
NI;Müller's Wurstdiele;Irisweg 1;27777 Ganderkesee;;NI 10195;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;my.worX gGmbH;Weender Landstraße 29a;37073 Göttingen;;NI 10639;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Danish Crown Foods Germany GmbH, Zweigbetrieb Dinklage;Schwege 52;49413 Dinklage;;NI 10845;;;X;;;P;;A;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Das Kennzeichnungs- und Verpackungsmaterial hat eine Aufbrauchfrist bis zum 31.07.2020.;;;;
NI;Nixe II, DOR 5;Im Morgenland 3;27639 Wurster Nordseeküste;;NI 16209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Jürgen Wiehenkamp;Schiplager Weg 34;49326 Melle;;NI 10519;;;;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;H. Putthoff Eiergroßhandel Transport- und Warenhandel GmbH;Lehmdener Straße 14;49401 Damme;;NI 15354;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Handelshof Köln Stiftung & Co. KG;Bessemer Straße 11;21339 Lüneburg;;NI 10066;;X;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Robert Haneborger;Zum Bansmeer 2;26632 Ihlow;;NI 15126;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Hannoversche Werkstätten gGmbH Einrichtung für Menschen mit Behinderung;Zur Sehlwiese 3;30882 Laatzen;;NI 10768;;;;;;B, O, P;;;;;;;B, O, P;B, O, P;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
NI;Böse GbR;Blumenstraße 54;31547 Rehburg-Loccum;;NI 15081;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Happy Food Feinkost GmbH;An der Bult 11;31592 Stolzenau;;NI 10186;;X;;;;;;;;;;;;S, B, O, P, C;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Hilmer GbR;Rathausstraße 3;26939 Ovelgönne;;NI 15071;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Hartmut Treller;Postweg 1;31195 Lamspringe - Woltershausen;;NI 15043;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Harzer Landschlachterei Leiste;Hauptstraße 7;38667 Bad Harzburg;;NI 10602;;;;;;P;;;;;;;B, P, L, wL, wU, wA;B, P, L, wL, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hausschlachterei Bielefeldt;Im Lurup 12;21365 Adendorf;;NI 10609;;;;;B, O, P;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hausschlachterei Straßberger;Neue Straße 2;31710 Buchholz;;NI 10561;;;;;O, P;O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hausschlachterei Viebrock;Wallweg 14;27404 Zeven-Brauel;;NI 10102;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Hausschlachtung Versemann;Rosenstraße 3;21255 Tostedt;;NI 10904;;;;;O, P, C;O, P;A;;;;;;O, P;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;G+G Convenience Produkte GmbH;Industriestr. 15;49681 Garrel;;NI 10045;;;;;;;;A;;;;;;A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hein Godenwind, VAR 6;Am Hafen 58;26316 Varel;;NI 16600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Heiner u. Christine Bröringmeyer GbR;Dinklager Straße 18;49393 Lohne;;NI 15344;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Fleischerei Kocjan GmbH;Gutenbergstraße 227;47798 Krefeld;;NW 50203;;;;;;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Kollenberg;Gütersloher Straße 35;33397 Rietberg;;NW 30170;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Matthias Redlich;Merschstraße 20;45721 Haltern am See;;NW 90195;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Matzeik GmbH & Co. KG;Eisberger Straße 436;32457 Porta Westfalica;;NW 30072;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei W. Molitor;Wipperfürther Straße 130;51515 Kürten;;NW 70188;;;;;;;;;;;wL, wU, wG, wA;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Neumann;Bahnhofstraße 37;59939 Olsberg;;NW 10121;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Nier GmbH & Co. KG;Begastraße 1;32108 Bad Salzuflen;;NW 30192;;;;;S, B, O, P, C;S, B, O, P, C;;;fG;fG;;;B, P;B, P;;mp;X;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Fleischerei Rainer Honervogt;Paul-Wigand-Straße 6;37671 Höxter;;NW 30226;;;;;;P;;;;;;;P;P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Ralf Hohmeier;Am Thonwerk 2;32694 Dörentrup;;NW 30037;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Reinhold u. Hubert Pierzina;Duisburger Straße 331;47198 Duisburg;;NW 50180;;;;;;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Riesener;Hauptstraße 35;46244 Bottrop;;NW 90147;;;;;;B, P;;;;;;;;B;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Sander GmbH & Co. KG;Nord-West-Ring 31;32832 Augustdorf;;NW 30046;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Scheiwe;Alter Markt 15;59821 Arnsberg;;NW 10170;;;;;;B, P;;A;;;;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Hermann Schäfer;Borkener Straße 12;46499 Hamminkeln;;NW 40073;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Handelshof Köln Stiftung & Co. KG Betriebsstätte Köln-Poll;Rolshoverstraße 229-231;51105 Köln;;NW 60002;;;;;;B;;;;;;;B;B;;;;;;;;;;;;B;;;;;;;X;X;;;;;;Catering/Großküche;;;;
RP;3C Worms GmbH;Horchheimer Staße 57;67547 Worms;;RP 34009;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Albrecht Rudolph;Hammermühle 1;56459 Gemünden;;RP 24023;;;;;B, O, P;;;;R, fG;R, fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Alexandertk e. K.;Wormser Straße 124a;67227 Frankenthal (Pfalz);;RP 25001;;;;;;;;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Alfons Breitbach;Am Fraubach 2;56154 Boppard;;RP 19029;;;;;O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Mörtter & Pfeiffer GbR;Hehlinger Hof 1;57614 Wahlrod;;RP 24016;;;;;S, B, O, P, C;S, B, O, P, C;;;fG;fG;;;;;;bl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;AL-TEK Fleischwarenproduktion und Großhandels GmbH;Andernacher Straße 80a;56070 Koblenz;;RP 27002;;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Alten- & Pflegeheim St. Barbara;Waisenhausstraße 8;56073 Koblenz;;RP 27013;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Alten- und Pflegeheime der Stadt Ludwigshafen;Kallstadter Straße 15;67065 Ludwigshafen am Rhein;;RP 28014;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Zafer Dönerproduktion GmbH;Gewerbestraße 24;44866 Bochum;;NW 10281;;;;;;;;;;;;;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Zentralküche Serva GmbH;Wintgenstraße 63-71;47058 Duisburg;;NW 50274;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Nordfrost GmbH & Co. KG;Emsteker Straße 4;49685 Schneiderkrug;;NI 10861;;X;X;;;B, C, O, P;;A;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Nordlicht, GRE 10;Gulfpadd 4;26736 Krummhörn;;NI 16007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Nordstern, GRE 18;Boomstraot 17;26736 Krummhörn;;NI 16015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;NWT-CT GmbH;Industriestraße 19;49767 Twist;;NI 10860;;X;X;;;P;;;;;;;;P;P;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Transgourmet Deutschland GmbH & Co. OHG, Selgros Cash & Carry Markt Braunschweig;Daimlerstraße 1;38112 Braunschweig;;NI 10437;;X;X;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Transgourmet Deutschland GmbH & Co. OHG  SELGROS Cash & Carry Markt Wiefelstede;Schwarzer Weg 1;26215 Wiefelstede;;NI 10272;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;B, C, O, S;;;;;;;;X;;;;;;;;;;
NI;Orion, ACC 8;Börgweg 5a;26556 Utarp;;NI 16027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Paloma, GRE 29;Dollarstraße 8;26736 Greetsiel;;NI 16021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Fung's Handels GmbH;Varrelheide 190;30657 Hannover;;NI 10744;;X;;;;B, P;;A;;;;;;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Polaris, NEU 230;Hayhungshauser Weg 58;26427 Esens;;NI 16408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Schenker Deutschland AG;Hartemer Weg 11;29683 Bad Fallingbostel;;NI 10157;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Stadt Göttingen - Produktionsküche IGS;Schulweg 22;37083 Göttingen;;NI 10799;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Ralf Schulze;Feldstraße 3;27313 Westen;;NI 15020;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Recker Convenience GmbH;Magirusstraße 1;45453 Rehden;;NI 10247;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlachtbetrieb Westphal;Bruchweg 5;21258 Heidenau;;NI 10365;;;;;B, C, O, P, S;B, C, O, P, S;;;;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Richard Thale eK Eiergroßhandlung;Voltlager Straße 33;49584 Fürstenau;;NI 15137;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Rossschlachterei Knoche & Sohn Pferdehandlung - Gastwirtschaft e. K.;Leuckartstraße 4-6;38350 Helmstedt;;NI 10077;;;;;;S;;;;;;;;S;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Roswieta, NOR 201;Robbenstr. 6;26506 Norden;;NI 16032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;RoWi Fleischwarenvertrieb GmbH;Westring 17;27793 Wildeshausen;;NI 10230;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Rubin, FED 12;Rudolf-Kienau-Strasse  23;26969 Butjadingen;;NI 16506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Wildhandlung H. Blajus;Frielingen 24;29614 Soltau;;NI 10206;;X;;;;;;;;;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Heinrich Meyer zu Allendorf GbR;Zum Aubach 7;49176 Hilter;;NI 15092;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Helmut Beuke;Dorfstraße 55;27235 Twistringen;;NI 15166;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Inken & Hendrik Stolze GbR;An der Kapelle 5;31311 Uetze;;NI 10601;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Meistermacher Convenience Food GmbH;Feldbrügge 16;49434 Neuenkirchen-Vörden;;NI 10050;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;
NI;Hof Butendiek GmbH & Co. KG;Reitlander Straße 1;26937 Stadland;;NI 10074;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Hof Lütjen;Verlüßmoorer Straße 15;27729 Vollersode;;NI 10467;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
NI;Hoffrogge GmbH;Krim 2;27801 Dötlingen;;NI 15176;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Homeyer GmbH Schlacht- und Zerlegebetrieb;Ahlde 34;48488 Emsbüren;;NI 10208;;;;;B, C, O, P, S;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Horizont, CUX 16;Muschelweg  35;27632 Dornum;;NI 16110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Fleischerei Thomas Heuer;Kirchvordener Straße 8;31228 Peine-Vöhrum;;NI 10154;;;;;B, C, O, P;B, P;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hubertus Höcherl GmbH;Am Bahnhof 17;49186 Bad Iburg;;NI 10777;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hühnerhof Heidegold GmbH;Jeddebrok 4;49401 Damme;;NI 15104;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Ihr Landschlachter W. Hanke GmbH;Schmiedestraße 4;31028 Gronau;;NI 10417;;;;;B;;;;;;wL, wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Jan van Gent, NEU 233;Blockhausen 14;26427 Neuharlingersiel;;NI 16411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Birgit Riepshoff;Eichenstraße 5;27419 Sittensen;;NI 15151;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Jithofer Käserei Vertriebs GbR;Jithof 1;21698 Bargstedt;;NI 10535;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
NI;Johann Büter;Schüttorfer Straße 32;48465 Ohne;;NI 15038;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Michael König;Stremelsheider Weg 5;27432 Hipstedt - Heinschenwalde;;NI 15178;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Geflügelhof Kottmann;St. Florian-Straße 2;49082 Osnabrück;;NI 15183;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Jörg Hattendorf;Steinbeck 20;31275 Lehrte;;NI 15148;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Anieka Schwarting;Ortsstraße 18;27798 Hude;;NI 15073;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Hobbie Fleisch- und Wurstwaren GmbH & Co. KG;Bachmannsweg 2;26188 Edewecht;;NI 10537;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Karl-Heinz Büscher;Bakerder Straße 9;49770 Herzlake;;NI 15172;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Fleischerei Stefan Kommer;Querstraße 10;52477 Alsdorf;;NW 70209;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Stefan Tönebön;Mittelstraße 20;32683 Barntrup;;NW 20018;;;;;B, P;B, P;;;;;;;B, P;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Sundermann GmbH ;Beethovenstraße 1;49525 Lengerich;;NW 90010;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Gerhard Tewes Fleischwaren;Buschstraße 33;45739 Oer-Erkenschwick;;NW 90182;;;;;;B, P;;;;;;;P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei- und Gastronomie-Service Aachen-Düren e.G.;Im Erdbeerfeld 20;52078 Aachen;;NW 70167;;X;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei und Lebensmittel Kappel e.K.;Teichstraße 2;59872 Meschede;;NW 10083;;;;;B, O, P;B, P;;A;;fG;;;B, P;B, P, A, wL;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Uwe Klare;Bindgarten 5;34434 Borgentreich;;NW 30074;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Veh;Graf-Gottfried-Straße 45;59755 Arnsberg;;NW 10011;;;;;;B, O, P;;A;;;;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Vollmer;Rheinische Straße 138;44147 Dortmund;;NW 10057;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Vollmer;Grotenbachstraße 64;44225 Dortmund;;NW 10058;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Völmicke GmbH;Am Rott 26;57368 Lennestadt;;NW 10028;;;;;;P;;;;;;;B, P;P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Weber;Röntgenstrasse 21;57078 Siegen;;NW 10020;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Wefers GmbH;Moerser Landstraße 379;47802 Krefeld;;NW 50313;;;;;;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei Welsche;Salzufler Straße 95-97;32657 Lemgo;;NW 30123;;;;;;P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Altenheim der ev. Brüdergemeine (Herrnhuter) Neuwied gGmbh;Friedrichstraße 39;56564 Neuwied;;RP 17028;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Altenhein St. Josef;Klosterstraße 5;54338 Schweich;;RP 22020;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Bornwiesenhof;Hußweilerstraße 38;55767 Wilzenberg-Hußweiler;;RP 04024;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
RP;Andreas Höfer;Weiherweg 5a;57586 Weitefeld;;RP 01029;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Arbeiter-Samariter-Bund, Landesverband Rheinland-Pfalz e. V., Kreisverband Zweibrücken;Friedrich-Ebert-Straße 40;66482 Zweibrücken;;RP 35005;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Barmherzige Brüder;Pöschstraße 18;56648 Saffig;;RP 15036;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;RP	Bauerhofladen Rosemarie Leinen	Leinenhof-Aussiedlung 	1	54338	Schweich		RP 22011					P	B, P								B, P																							Bauerhofladen Rosemarie Leinen;Leinenhof-Aussiedlung 1;54338 Schweich;;RP 22011;;;;;P;B, P;;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;David und Hedwig Nau GbR;Eckstraße  10;66882 Hütschenhausen;;RP 13009;;;;;B;B;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Bio-Schafzucht Niedermayr-Schiemann;Altenbacher Straße 90;67098 Bad Dürkheim;;RP 08022;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Burgerhof;Burgerhof 1;76777 Neupotz;;RP 10007;;;;;B, P;B, P;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;C+C Schaper GmbH;Monaiser Straße 1;54294 Trier;;RP 33009;;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Caritas-Altenzentrum Albertus-Stift;Schulstraße 20;55435 Gau-Algesheim;;RP 16029;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Catering Sonneck;Neugasse 72;67454 Haßloch;;RP 08025;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;cbs-Küche Ingelheim im Haus  St. Martin der cbs caritas bürgersevice Intergrationsbetriebe Rheinhessen gGmbH;Belzer Straße 7;55218 Ingelheim;;RP 16024;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Christian Wagner;Welschbilligerstraße 47c;54306 Kordel;;RP 22022;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;S & H Tiefkühlfeinkost Produktionsgesellschaft mbH;Ziepelkamp 8;26901 Lorup;;NI 10478;;;X;;;;;;;;;;;A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Saphir, CUX 14;Bosenbüttel 3;27639 Wurster Nordseeküste;;NI 16109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Schäferei Paulus;Bahnhofstraße 20;38524 Sassenburg;;NI 10831;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schäferei Wilhelm Uhlen;Rehrfeldweg 4;31675 Bückeburg;;NI 10420;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Fischer GmbH;Zeppelinstraße 17;49733 Haren (Ems);;NI 10473;;;;;B, C, O, S;B, C, O, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlachtbetrieb Schubert;Wiedigshof 5;37445 Walkenried;;NI 10354;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;MiWo's Landschlachterei;Jerusalem 13;29643 Neuenkirchen;;NI 10616;;;;;B, O, P;B, O, P;;;fG;fG;wA, wL, wU, wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlachterei Dierksen;Winsener Straße 19;21271 Hanstedt;;NI 10770;;;;;B, O, P;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlachterei Fuchs;Langer Acker 4;38162 Cremlingen;;NI 10648;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlachterei Jürgen Bulk;Sprekelshorst 1;27259 Freistatt;;NI 10585;;;;;B, O, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Schlotes Hofladen;Hardenbergswinkel 5;37191 Katlenburg-Lindau;;NI 10331;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Günter Schröder;Torfweg 25;26215 Spohle;;NI 15133;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Schwarting Vieh & Fleisch Handels GmbH;Weserstraße 2;27777 Ganderkesee;;NI 10130;;;;;;B, C, O;;;;;;;B, P;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Sechs Gebrüder, GRE 20;Loggerweg 3;26736 Krummhörn;;NI 16017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Seevefleisch Vertriebs GmbH;Vor dem Haßel 19;21438 Brackel;;NI 10047;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Selsinger Bördegold GmbH;Bremervörder Straße 4;27446 Selsingen;;NI 15132;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;SFB Fleisch- und Kühlcentrale GmbH & Co. KG;Industriestraße 22;49451 Holdorf;;NI 10565;;X;X;;;B, O, P;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
